ORDEM;ACCAO;SOURCE_ID;ESTADO;SOURCE_NAME;SOURCE_OWNER;COUNTRY;TERRITORY;URL;NO_ATLAS_CORRENTE;IRMAOS_MESMA_FONTE;N_CITACOES;FIRST_ASSIGNMENT_DATE;FIRST_ASSIGNMENT_COMMIT;FIRST_ASSIGNMENT_BRANCH;N_VERSOES_QUE_O_SUSTENTAM;DIVERGENCIAS;PORQUE
4;FUNDIR CAMPOS pela ordem de confianca;IT-T4-001;SAME_ID_SAME_SOURCE;Fitosanitari — elenco dei prodotti fitosanitari autorizzati;Ministero della Salute (Italia);ITALY;T4 (alimenta T9);https://www.dati.salute.gov.it/it/dataset/fitosanitari/;SIM;;4301;2026-08-28;d7b289425c5e;HEAD -> claude/sintonia-eame-repo-setup-xccfob;36;"SOURCE_NAME: escolhido «Fitosanitari — elenco dei prodotti fitosanit» (prova 100) sobre «IT-T4-001-ETICHETTA · Ministero de» (80) / «Ministero della Salute — banca dat» (20) || TERRITORY: escolhido «T4 (alimenta T9)» (prova 100) sobre «T4 (alimenta T3 e T9)» (80) / «T4» (20) || VERDICT: escolhido «GREEN» (prova 100) sobre «GREEN COM RESSALVAS OPERACIONAIS» (80) || EVIDENCE_PATH: escolhido «17.695 produtos; 3.712 em vigor. ADAMA ITALI» (prova 100) sobre «CUSTODIA ULTRA (reg. 015232), rótu» (80)";mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
4;FUNDIR CAMPOS pela ordem de confianca;ES-T7-001;SAME_ID_SAME_SOURCE;feeds de imprensa técnica espanhola, associações agrárias,;UNKNOWN;SPAIN;T7;UNKNOWN;SIM;;2160;2026-08-29;74bcccb3cd00;HEAD -> claude/sintonia-eame-repo-setup-xccfob;18;;mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
4;FUNDIR CAMPOS pela ordem de confianca;EU-T4-001;SAME_ID_SAME_SOURCE;CELLAR / EU Publications Office (Official Journal of the EU);Publications Office of the European Union;EUROPE;T4 (também serve T12);https://publications.europa.eu/webapi/rdf/sparql;SIM;;801;2026-08-28;cde1a14c457d;HEAD -> claude/sintonia-eame-repo-setup-xccfob;37;SOURCE_NAME: escolhido «CELLAR / EU Publications Office (Official Jo» (prova 100) sobre «EU-T4-001 · CELLAR / Publications » (20) || TERRITORY: escolhido «T4 (também serve T12)» (prova 100) sobre «T4» (20);mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
4;FUNDIR CAMPOS pela ordem de confianca;ES-T4-005;SAME_ID_SAME_SOURCE;Registro Oficial de Productos Fitosanitarios — rotas públicas;MAPA — D.G. de Sanidad de la Producción Agroalimentaria;SPAIN;T4;https://servicio.mapa.gob.es/regfiweb/;SIM;;688;2026-08-28;1e3f5bb5e24e;HEAD -> claude/sintonia-eame-repo-setup-xccfob;27;SOURCE_NAME: escolhido «Registro Oficial de Productos Fitosanitarios» (prova 100) sobre «ES-T4-005 · MAPA / ROPF — `CRITICA» (20) / «ES-T4-005 · MAPA — ROPF, rotas púb» (15);mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
4;FUNDIR CAMPOS pela ordem de confianca;EU-T5-001;SAME_ID_SAME_SOURCE;OpenAlex;OurResearch (organização sem fins lucrativos);global — filtrável por país de afiliação;T5 e T6 (e parcialmente T7, pela instituição);https://api.openalex.org/works;SIM;;670;2026-08-28;71e6a0d25178;HEAD -> claude/sintonia-eame-repo-setup-xccfob;25;;mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
4;FUNDIR CAMPOS pela ordem de confianca;ES-T4-001;SAME_ID_SAME_SOURCE;Jerarquía de especies vegetales · Clasificación de plagas;MAPA — Ministerio de Agricultura, Pesca y Alimentación;SPAIN;T4 (é infraestrutura para T1, T3 e para toda normalização);https://www.mapa.gob.es/dam/mapa/contenido/agricultura/temas/;SIM;;628;2026-08-28;d7b289425c5e;HEAD -> claude/sintonia-eame-repo-setup-xccfob;28;;mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
4;FUNDIR CAMPOS pela ordem de confianca;ES-T4-002;SAME_ID_SAME_SOURCE;Autorizaciones excepcionales vigentes;MAPA;SPAIN;T4 (com leitura direta para T3 e para oportunidade de portfólio);UNKNOWN;SIM;;434;2026-08-28;d7b289425c5e;HEAD -> claude/sintonia-eame-repo-setup-xccfob;28;;mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
4;FUNDIR CAMPOS pela ordem de confianca;IT-T3-001;SAME_ID_SAME_SOURCE;IT-T3-001 · Bollettini di produzione integrata (Emilia-Romagna e consórcios provinciais);"Regione Emilia-Romagna — Servizio fitosanitario;";ITALY;T3;https://agricoltura.regione.emilia-romagna.it;SIM;;420;2026-08-28;6b77e3163e1a;HEAD -> claude/sintonia-eame-repo-setup-xccfob;27;SOURCE_NAME: escolhido «IT-T3-001 · Bollettini di produzione integra» (prova 80) sobre «Bollettini di produzione integrata» (20);mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
4;FUNDIR CAMPOS pela ordem de confianca;EU-T1-001;SAME_ID_SAME_SOURCE;Crop production in EU standard humidity by NUTS 2 region;Eurostat;EUROPE (cobre FR, ES, IT e demais);T1;https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/apro_cpshr;SIM;;376;2026-08-28;595ace5e9657;HEAD -> claude/sintonia-eame-repo-setup-xccfob;27;;mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
4;FUNDIR CAMPOS pela ordem de confianca;EU-T1-002;SAME_ID_SAME_SOURCE;Crop production in EU standard humidity;Eurostat;EUROPE;T1;UNKNOWN;SIM;;328;2026-08-28;595ace5e9657;HEAD -> claude/sintonia-eame-repo-setup-xccfob;27;;mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
4;FUNDIR CAMPOS pela ordem de confianca;EU-T2-001;SAME_ID_SAME_SOURCE;NASA POWER — Daily Point (community AG);NASA Langley Research Center;global (aplicado a EUROPE, FRANCE, SPAIN, ITALY);T2;https://power.larc.nasa.gov/api/temporal/daily/point;SIM;;312;2026-08-28;595ace5e9657;HEAD -> claude/sintonia-eame-repo-setup-xccfob;27;;mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
4;FUNDIR CAMPOS pela ordem de confianca;IT-T1-001;SAME_ID_SAME_SOURCE;IT-T1-001 · ISTAT — Coltivazioni: superfici e produzione;ISTAT;ITALY;T1;https://esploradati.istat.it;SIM;;294;2026-08-28;595ace5e9657;HEAD -> claude/sintonia-eame-repo-setup-xccfob;28;SOURCE_NAME: escolhido «IT-T1-001 · ISTAT — Coltivazioni: superfici » (prova 80) sobre «ISTAT — coltivazioni (SDMX) · **NÃ» (25) / «ISTAT — coltivazioni (SDMX / esplo» (20) || VERDICT: escolhido «GREEN» (prova 80) sobre «esploradati.istat.it` não responde» (25);mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
4;FUNDIR CAMPOS pela ordem de confianca;EU-T12-001;SAME_ID_SAME_SOURCE;CELLAR / EU Publications Office — camada de política agrícola;Publications Office of the European Union;EUROPE;T12;UNKNOWN;SIM;;291;2026-08-28;e9da145e376f;HEAD -> claude/sintonia-eame-repo-setup-xccfob;23;;mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
4;FUNDIR CAMPOS pela ordem de confianca;EU-T10-001;SAME_ID_SAME_SOURCE;European Commission — Agri-food Data Portal (cereal prices);Comissão Europeia — DG AGRI;EUROPE (com detalhe FR, ES, IT);T10;https://www.ec.europa.eu/agrifood/api/cereal/prices;SIM;;283;2026-08-28;08ad43bd3106;HEAD -> claude/sintonia-eame-repo-setup-xccfob;24;;mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
4;FUNDIR CAMPOS pela ordem de confianca;FR-T13-001;SAME_ID_SAME_SOURCE;recherche-entreprises.api.gouv.fr (base SIRENE);DINUM / INSEE (França);FRANCE;T13;https://recherche-entreprises.api.gouv.fr/search;SIM;;271;2026-08-28;85157fef3c5b;HEAD -> claude/sintonia-eame-repo-setup-xccfob;21;;mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
4;FUNDIR CAMPOS pela ordem de confianca;EU-T2-002;SAME_ID_SAME_SOURCE;NUTS_LB_2024_4326_LEVL_2 (label points);Eurostat / GISCO;EUROPE;T2 (infraestrutura geográfica para T1, T2 e T3);UNKNOWN;SIM;;253;2026-08-28;595ace5e9657;HEAD -> claude/sintonia-eame-repo-setup-xccfob;27;;mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
4;FUNDIR CAMPOS pela ordem de confianca;IT-T3-002;SAME_ID_SAME_SOURCE;IT-T3-002 · Servizio fitosanitario della Regione del Veneto — bollettini di difesa integrata;Regione del Veneto — U.O. Fitosanitario;ITALY · REGION: Veneto;T3;https://www.agricoltura.regione.campania.it;SIM;;252;2026-09-06;69db7cc4eb91;claude/passport-tags-italy-v1;3;SOURCE_NAME: escolhido «IT-T3-002 · Servizio fitosanitario della Reg» (prova 80) sobre «Campania — Bollettini fitosanitari» (20);mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
4;FUNDIR CAMPOS pela ordem de confianca;FR-T3-001;SAME_ID_SAME_SOURCE;Bulletins de Santé du Végétal;rede de epidemiovigilância — DRAAF, Chambres d'agriculture,;FRANCE;T3;UNKNOWN;SIM;;248;2026-08-28;6b77e3163e1a;HEAD -> claude/sintonia-eame-repo-setup-xccfob;26;;mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
4;FUNDIR CAMPOS pela ordem de confianca;ES-T8-003;SAME_ID_SAME_SOURCE;Instagram · 32 contas agronômicas;UNKNOWN;UNKNOWN;T8;UNKNOWN;SIM;;231;2026-08-29;74bcccb3cd00;HEAD -> claude/sintonia-eame-repo-setup-xccfob;18;;mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
4;FUNDIR CAMPOS pela ordem de confianca;IT-T5-001;SAME_ID_SAME_SOURCE;OpenAlex, recorte italiano declarado;OurResearch;ITALY;T5;https://www.crea.gov.it;SIM;;189;2026-09-06;0226813d16c6;claude/passport-tags-italy-v1;2;SOURCE_NAME: escolhido «OpenAlex, recorte italiano declarado» (prova 30) sobre «CREA — Giornata del Mais (programa» (20);mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
4;FUNDIR CAMPOS pela ordem de confianca;IT-T3-006;SAME_ID_SAME_SOURCE;IT-T3-006 · ERSA Friuli-Venezia Giulia — bollettini colture erbacee;ERSA — Servizio fitosanitario e chimico, FVG;ITALY · REGION: Friuli-Venezia Giulia;T3;https://www.terretruria.it;SIM;;177;2026-08-30;2bd4ec692a68;claude/passport-tags-italy-v1;4;SOURCE_NAME: escolhido «IT-T3-006 · ERSA Friuli-Venezia Giulia — bol» (prova 80) sobre «Terre dell'Etruria — Bollettini te» (20);mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
4;FUNDIR CAMPOS pela ordem de confianca;EU-T10-002;SAME_ID_SAME_SOURCE;FAOSTAT (API) · **NÃO SEI**;UNKNOWN;UNKNOWN;T10;UNKNOWN;SIM;;141;2026-08-28;08ad43bd3106;HEAD -> claude/sintonia-eame-repo-setup-xccfob;24;;mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
4;FUNDIR CAMPOS pela ordem de confianca;ES-T1-001;SAME_ID_SAME_SOURCE;MAPA — Estadística Anual de Superficies y Producciones · **NÃO SEI**;UNKNOWN;UNKNOWN;T1;UNKNOWN;SIM;;126;2026-08-28;595ace5e9657;HEAD -> claude/sintonia-eame-repo-setup-xccfob;27;;mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
4;FUNDIR CAMPOS pela ordem de confianca;IT-T13-001;SAME_ID_SAME_SOURCE;Registro Imprese / cooperative italiane · **NÃO SEI**;UNKNOWN;UNKNOWN;T13;UNKNOWN;SIM;;125;2026-08-28;85157fef3c5b;HEAD -> claude/sintonia-eame-repo-setup-xccfob;21;;mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
4;FUNDIR CAMPOS pela ordem de confianca;EU-T10-003;SAME_ID_SAME_SOURCE;Eurostat `ext_lt_maineu` (comércio) · **NÃO SEI**;UNKNOWN;UNKNOWN;T10;UNKNOWN;SIM;;122;2026-08-28;08ad43bd3106;HEAD -> claude/sintonia-eame-repo-setup-xccfob;24;;mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
4;FUNDIR CAMPOS pela ordem de confianca;FR-T1-001;SAME_ID_SAME_SOURCE;Agreste — Statistique agricole annuelle (SAA) · **NÃO SEI**;UNKNOWN;UNKNOWN;T1;UNKNOWN;SIM;;121;2026-08-28;595ace5e9657;HEAD -> claude/sintonia-eame-repo-setup-xccfob;27;;mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
4;FUNDIR CAMPOS pela ordem de confianca;ES-T13-001;SAME_ID_SAME_SOURCE;registro mercantil / cooperativas agroalimentares espanholas · **NÃO SEI**;UNKNOWN;UNKNOWN;T13;UNKNOWN;SIM;;109;2026-08-28;85157fef3c5b;HEAD -> claude/sintonia-eame-repo-setup-xccfob;21;;mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
4;FUNDIR CAMPOS pela ordem de confianca;IT-T3-003;SAME_ID_SAME_SOURCE;MAPA-DE-FONTES-ITALIA.md` §3 · **GREEN** — 2026: 6 videira · 4 macieira · 0 herbáceas;UNKNOWN;UNKNOWN;T3;NÃO SEI;SIM;;88;2026-09-06;69db7cc4eb91;claude/passport-tags-italy-v1;3;SOURCE_NAME: escolhido «MAPA-DE-FONTES-ITALIA.md` §3 · **GREEN** — 2» (prova 25) sobre «SIMFITO — sistema informativo fito» (20);mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
4;FUNDIR CAMPOS pela ordem de confianca;IT-T3-004;SAME_ID_SAME_SOURCE;**INFERIDO** — primeira medição de `IT-T3-006` (ERSA Friuli-VG) · mesma região e mesma seção «colture erbacee», e a segunda rodada achou a subpágina `bollettini;UNKNOWN;UNKNOWN;T3;https://www.alsia.it;SIM;;63;2026-09-06;69db7cc4eb91;claude/passport-tags-italy-v1;3;SOURCE_NAME: escolhido «**INFERIDO** — primeira medição de `IT-T3-00» (prova 25) sobre «idem · **YELLOW, superada**» (25) / «primeira medição de `IT-T3-006` (E» (25) || VERDICT: escolhido «mesma região e mesma seção «colture erbacee»» (prova 25) sobre «ver grupo A.» (25) / «mesma região e mesma seção «coltur» (25);mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
4;FUNDIR CAMPOS pela ordem de confianca;IT-T11-001;SAME_ID_SAME_SOURCE;T11 · EVENTS;UNKNOWN;UNKNOWN;T11;https://www.eima.it;SIM;;61;2026-08-28;e9da145e376f;HEAD -> claude/sintonia-eame-repo-setup-xccfob;24;SOURCE_NAME: escolhido «T11 · EVENTS» (prova 25) sobre «EIMA International» (20);mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
4;FUNDIR CAMPOS pela ordem de confianca;IT-T4-002;SAME_ID_SAME_SOURCE;MAPA-DE-FONTES-ITALIA.md` §1 · categoria fitoiatrica (taxonomia oficial);UNKNOWN;UNKNOWN;T4;UNKNOWN;SIM;;18;2026-09-06;69db7cc4eb91;claude/passport-tags-italy-v1;2;;mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
4;FUNDIR CAMPOS pela ordem de confianca;FR-T11-001;SAME_ID_SAME_SOURCE;T11 · EVENTS;UNKNOWN;UNKNOWN;T11;UNKNOWN;SIM;;13;2026-08-28;e9da145e376f;HEAD -> claude/sintonia-eame-repo-setup-xccfob;23;;mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
5;PRESERVAR COMO GASTO;IT-T9-001;HISTORICAL_RED;páginas de atualidades de BASF, Bayer, Syngenta, Corteva…;UNKNOWN;FRANCE · SPAIN · ITALY;T9;https://www.agro.basf.it;SIM;;414;2026-08-28;08ad43bd3106;HEAD -> claude/sintonia-eame-repo-setup-xccfob;25;SOURCE_NAME: escolhido «páginas de atualidades de BASF, Bayer, Synge» (prova 75) sobre «BASF Italia — comunicação pública» (20);ficha com veredito negativo. O numero continua GASTO: reciclar um ID de fonte morta e' o que faz dado antigo parecer dado novo.
5;PRESERVAR COMO GASTO;ES-T4-003;HISTORICAL_RED;Registro de Productos Fitosanitarios — aplicação de consulta;MAPA;SPAIN;T4;https://www.mapa.gob.es/es/agricultura/temas/sanidad-vegetal/;SIM;;332;2026-08-28;d7b289425c5e;HEAD -> claude/sintonia-eame-repo-setup-xccfob;28;;ficha com veredito negativo. O numero continua GASTO: reciclar um ID de fonte morta e' o que faz dado antigo parecer dado novo.
5;PRESERVAR COMO GASTO;IT-T3-005;HISTORICAL_RED;MAPA-DE-FONTES-ITALIA.md` §3 · **YELLOW** — *disciplinari* + decretos de deroga;UNKNOWN;UNKNOWN;T3;https://www.terretruria.it;SIM;;238;2026-09-06;69db7cc4eb91;claude/passport-tags-italy-v1;3;SOURCE_NAME: escolhido «MAPA-DE-FONTES-ITALIA.md` §3 · **YELLOW** — » (prova 25) sobre «Terre dell'Etruria — Monitoraggio » (20) / «Monitoraggio mosca dell'olivo» (10) || VERDICT: escolhido «ISSUE_KNOWN != CURRENT_SIGNAL`: o Piemonte p» (prova 25) sobre «NÃO SEI — promissora, agora com ev» (10) / «NAO SEI» (10);ficha com veredito negativo. O numero continua GASTO: reciclar um ID de fonte morta e' o que faz dado antigo parecer dado novo.
5;PRESERVAR COMO GASTO;EU-T4-002;HISTORICAL_RED;EU Pesticides Database;Comissão Europeia — DG SANTE;EUROPE;T4;https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/;SIM;;237;2026-08-28;cde1a14c457d;HEAD -> claude/sintonia-eame-repo-setup-xccfob;30;;ficha com veredito negativo. O numero continua GASTO: reciclar um ID de fonte morta e' o que faz dado antigo parecer dado novo.
5;PRESERVAR COMO GASTO;EU-T3-001;HISTORICAL_RED;EPPO Global Database;European and Mediterranean Plant Protection Organization;EUROPE;T3 (e vocabulário para todos);https://gd.eppo.int;SIM;;231;2026-08-28;6b77e3163e1a;HEAD -> claude/sintonia-eame-repo-setup-xccfob;26;;ficha com veredito negativo. O numero continua GASTO: reciclar um ID de fonte morta e' o que faz dado antigo parecer dado novo.
5;PRESERVAR COMO GASTO;EU-T2-003;HISTORICAL_RED;Open-Meteo Historical Weather API (ERA5);UNKNOWN;UNKNOWN;T2;UNKNOWN;SIM;;217;2026-08-28;595ace5e9657;HEAD -> claude/sintonia-eame-repo-setup-xccfob;27;;ficha com veredito negativo. O numero continua GASTO: reciclar um ID de fonte morta e' o que faz dado antigo parecer dado novo.
5;PRESERVAR COMO GASTO;FR-T3-002;HISTORICAL_RED;Archive en agro-écologie de BSV;publicado em data.gouv.fr (licença CC-BY), origem pestobserver.eu;FRANCE;T3;UNKNOWN;SIM;;216;2026-08-28;6b77e3163e1a;HEAD -> claude/sintonia-eame-repo-setup-xccfob;26;;ficha com veredito negativo. O numero continua GASTO: reciclar um ID de fonte morta e' o que faz dado antigo parecer dado novo.
5;PRESERVAR COMO GASTO;FR-T9-001;HISTORICAL_RED;páginas de atualidades de BASF, Bayer, Syngenta, Corteva…;UNKNOWN;FRANCE · SPAIN · ITALY;T9;UNKNOWN;SIM;;213;2026-08-28;08ad43bd3106;HEAD -> claude/sintonia-eame-repo-setup-xccfob;24;;ficha com veredito negativo. O numero continua GASTO: reciclar um ID de fonte morta e' o que faz dado antigo parecer dado novo.
5;PRESERVAR COMO GASTO;ES-T9-001;HISTORICAL_RED;páginas de atualidades de BASF, Bayer, Syngenta, Corteva…;UNKNOWN;FRANCE · SPAIN · ITALY;T9;UNKNOWN;SIM;;211;2026-08-28;08ad43bd3106;HEAD -> claude/sintonia-eame-repo-setup-xccfob;24;;ficha com veredito negativo. O numero continua GASTO: reciclar um ID de fonte morta e' o que faz dado antigo parecer dado novo.
5;PRESERVAR COMO GASTO;EU-T9-002;HISTORICAL_RED;Meta Ads Library;Meta Platforms;EUROPE · SPAIN · ITALY · FRANCE;T9 (alimenta a camada COMPETITOR ACTIVATION);UNKNOWN;SIM;;117;2026-08-30;8fcf4f5ae997;claude/acervo-to-package-intelligence-v1;11;;ficha com veredito negativo. O numero continua GASTO: reciclar um ID de fonte morta e' o que faz dado antigo parecer dado novo.
5;PRESERVAR COMO GASTO;EU-T8-001;HISTORICAL_RED;T8 · FARMERS & INFLUENCERS;UNKNOWN;UNKNOWN;T8;UNKNOWN;SIM;;33;2026-08-28;08ad43bd3106;HEAD -> claude/sintonia-eame-repo-setup-xccfob;24;;ficha com veredito negativo. O numero continua GASTO: reciclar um ID de fonte morta e' o que faz dado antigo parecer dado novo.
6;TRAZER, com a proveniencia escrita;IT-T2-002;ONLY_IN_ONE_BRANCH;ARPAV — Agrometeo / Agrometeo Informa / bollettini zonali;UNKNOWN;UNKNOWN;T2;https://www.arpa.veneto.it/dati-ambientali/bollettini/agrometeo;SIM;;593;2026-09-07;bd531977bf22;claude/admiring-sagan-5zi0v3;1;;existe num sitio so'. Entra normalmente, dizendo de onde veio.
6;TRAZER, com a proveniencia escrita;IT-T2-004;ONLY_IN_ONE_BRANCH;SIAS Sicilia — agrometeorologia regional;UNKNOWN;UNKNOWN;T2;http://www.sias.regione.sicilia.it;SIM;;188;2026-09-07;bd531977bf22;claude/admiring-sagan-5zi0v3;1;;existe num sitio so'. Entra normalmente, dizendo de onde veio.
6;TRAZER, com a proveniencia escrita;IT-T3-010;ONLY_IN_ONE_BRANCH;APOL Lecce — monitoraggio olivicolo;UNKNOWN;UNKNOWN;T3;NÃO SEI;SIM;;162;2026-09-07;bd531977bf22;claude/admiring-sagan-5zi0v3;1;;existe num sitio so'. Entra normalmente, dizendo de onde veio.
6;TRAZER, com a proveniencia escrita;IT-T3-008;ONLY_IN_ONE_BRANCH;ARIF Puglia / Agrometeo Puglia — rete fitosanitaria;UNKNOWN;UNKNOWN;T3;https://www.arifpuglia.it;SIM;;158;2026-09-07;bd531977bf22;claude/admiring-sagan-5zi0v3;1;;existe num sitio so'. Entra normalmente, dizendo de onde veio.
6;TRAZER, com a proveniencia escrita;IT-T7-002;ONLY_IN_ONE_BRANCH;MASAF — elenco delle OP e AOP riconosciute;UNKNOWN;UNKNOWN;T7;https://www.politicheagricole.it;SIM;;131;2026-09-07;bd531977bf22;claude/admiring-sagan-5zi0v3;1;;existe num sitio so'. Entra normalmente, dizendo de onde veio.
6;TRAZER, com a proveniencia escrita;IT-T2-001;ONLY_IN_ONE_BRANCH;ARPAE — Bollettino agrometeorologico regionale;UNKNOWN;UNKNOWN;T2;https://www.arpae.it/it/temi-ambientali/meteo/agrometeo;SIM;;123;2026-09-07;bd531977bf22;claude/admiring-sagan-5zi0v3;1;;existe num sitio so'. Entra normalmente, dizendo de onde veio.
6;TRAZER, com a proveniencia escrita;IT-T5-003;ONLY_IN_ONE_BRANCH;Giornate Fitopatologiche — atti e programma;UNKNOWN;UNKNOWN;T5;https://www.giornatefitopatologiche.it;SIM;;102;2026-09-07;bd531977bf22;claude/admiring-sagan-5zi0v3;1;;existe num sitio so'. Entra normalmente, dizendo de onde veio.
6;TRAZER, com a proveniencia escrita;IT-T5-002;ONLY_IN_ONE_BRANCH;FEM OpenPub — repositório de publicações;UNKNOWN;UNKNOWN;T5;https://publications.fmach.it;SIM;;98;2026-09-07;bd531977bf22;claude/admiring-sagan-5zi0v3;1;;existe num sitio so'. Entra normalmente, dizendo de onde veio.
