CANDIDATE,TIPO,PAIS,URL,DECISION,WHY,EVIDENCE,SOURCE_ID,STATUS,O_QUE_FALTA
Consorzio Tutela Pecorino Romano — Facebook ufficiale,FACEBOOK,IT,https://www.facebook.com/ConsorzioPecorinoRomanoDOP,EM_ANALISE,"RECUSA ANTERIOR REVOGADA. Estava escrito «sem utilidade agricola identificavel para o SINTONIA», e a prova citada nao sustenta isso: o titulo lido era o nome da plataforma, nao o da fonte. O atlas proibe converter «nao consegui verificar» em recusa.",qualificacao 2026-09-14 REJECT · sonda diz VALIDATION_RESULT=PASS · FLAGS=PLATFORM_GENERIC_TITLE,,EM_ANALISE,"uma leitura que atravesse a plataforma, ou um exemplo real da propria fonte. Enderecos estaveis conhecidos: https://www.facebook.com/ConsorzioPecorinoRomanoDOP"
CIA Toscana — Facebook ufficiale,FACEBOOK,IT,https://www.facebook.com/ciatoscana,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = REVIEW (45.6/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Facebook · ancora: titulo da pagina: Facebook,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
Consorzio Vino Chianti Classico — Facebook ufficiale,FACEBOOK,IT,https://www.facebook.com/chianticlassico.it,EM_ANALISE,"RECUSA ANTERIOR REVOGADA. Estava escrito «sem utilidade agricola identificavel para o SINTONIA», e a prova citada nao sustenta isso: o titulo lido era o nome da plataforma, nao o da fonte. O atlas proibe converter «nao consegui verificar» em recusa.",qualificacao 2026-09-14 REJECT · sonda diz VALIDATION_RESULT=PASS · FLAGS=PLATFORM_GENERIC_TITLE,,EM_ANALISE,"uma leitura que atravesse a plataforma, ou um exemplo real da propria fonte. Enderecos estaveis conhecidos: https://www.facebook.com/chianticlassico.it"
APPA Trento — Agenzia provinciale protezione ambiente — Facebook ufficiale,FACEBOOK,IT,https://www.facebook.com/provincia.autonoma.trento,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = REVIEW (58.9/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Facebook · ancora: titulo da pagina: Facebook,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
Agriumbria — Facebook ufficiale,FACEBOOK,IT,https://www.facebook.com/agriumbria,EM_ANALISE,"RECUSA ANTERIOR REVOGADA. Estava escrito «sem utilidade agricola identificavel para o SINTONIA», e a prova citada nao sustenta isso: o titulo lido era o nome da plataforma, nao o da fonte. O atlas proibe converter «nao consegui verificar» em recusa.",qualificacao 2026-09-14 REJECT · sonda diz VALIDATION_RESULT=PASS · FLAGS=PLATFORM_GENERIC_TITLE,,EM_ANALISE,"uma leitura que atravesse a plataforma, ou um exemplo real da propria fonte. Enderecos estaveis conhecidos: https://www.facebook.com/agriumbria"
Consorzio Tutela Prosecco DOC — Facebook ufficiale,FACEBOOK,IT,https://www.facebook.com/ConeglianoValdobbiadeneProseccoDOCG,EM_ANALISE,"RECUSA ANTERIOR REVOGADA. Estava escrito «sem utilidade agricola identificavel para o SINTONIA», e a prova citada nao sustenta isso: o titulo lido era o nome da plataforma, nao o da fonte. O atlas proibe converter «nao consegui verificar» em recusa.",qualificacao 2026-09-14 REJECT · sonda diz VALIDATION_RESULT=PASS · FLAGS=PLATFORM_GENERIC_TITLE,,EM_ANALISE,"uma leitura que atravesse a plataforma, ou um exemplo real da propria fonte. Enderecos estaveis conhecidos: https://www.facebook.com/ConeglianoValdobbiadeneProseccoDOCG"
Consorzio Tutela Vini Valpolicella — Facebook ufficiale,FACEBOOK,IT,https://www.facebook.com/valpolicella.wines,EM_ANALISE,"RECUSA ANTERIOR REVOGADA. Estava escrito «sem utilidade agricola identificavel para o SINTONIA», e a prova citada nao sustenta isso: o titulo lido era o nome da plataforma, nao o da fonte. O atlas proibe converter «nao consegui verificar» em recusa.",qualificacao 2026-09-14 REJECT · sonda diz VALIDATION_RESULT=PASS · FLAGS=PLATFORM_GENERIC_TITLE,,EM_ANALISE,"uma leitura que atravesse a plataforma, ou um exemplo real da propria fonte. Enderecos estaveis conhecidos: https://www.facebook.com/valpolicella.wines"
AgroNotizie — Image Line,IMPRENSA,IT,https://agronotizie.imagelinenetwork.com/,JA_REGISTADA,o atlas ja tem ficha para este endereco,docs/fontes/ATLAS-DE-FONTES-EAME.md,IT-T1-021,PROMOVIDA,
Italiafruit News,IMPRENSA,IT,https://www.italiafruit.net/,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_DIRECT; pais: SIM — dono italiano identificado na pagina; endereco responde HTTP 200; portao 7D = PASS (70/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Italiafruit News · data visivel: 2026-09-11 · ancora: titulo da pagina: Italiafruit News,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
Rivista di Frutticoltura e di Ortofloricoltura,IMPRENSA,IT,https://www.rivistafrutticoltura.it/,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_DIRECT; pais: SIM — dominio .it e conteudo em italiano; endereco responde HTTP 200; portao 7D = REVIEW (80/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Rivista di Frutticoltura e Ortofloricoltura · data visivel: 2014-03-05 · feed RSS declarado · ancora: titulo da pagina: Rivista di Frutticoltura e Ortof,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
Terra e Vita — Edagricole,IMPRENSA,IT,https://terraevita.edagricole.it/,JA_REGISTADA,o atlas ja tem ficha para este endereco,docs/fontes/ATLAS-DE-FONTES-EAME.md,IT-T1-015,PROMOVIDA,
Agricoltura Moderna,IMPRENSA,IT,https://agricolturamoderna.it/,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_DIRECT; pais: SIM — dominio .it e conteudo em italiano; endereco responde HTTP 200; portao 7D = REVIEW (80/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Agricoltura Moderna · data visivel: 2026-05-15 · feed RSS declarado · ancora: titulo da pagina: Agricoltura Moderna,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
Agrifoodtoday,IMPRENSA,IT,https://www.agrifoodtoday.it/,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_DIRECT; pais: SIM — dominio .it e conteudo em italiano; endereco responde HTTP 200; portao 7D = PASS (66.7/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: AgriFoodToday - Ultime notizie agro-alimentari dall&#039;Eur · ancora: titulo da pagina: AgriFoodToday - Ultime notizie a,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
Agrisole — Il Sole 24 Ore,IMPRENSA,IT,https://www.ilsole24ore.com/,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_DIRECT; pais: SIM — dono italiano identificado na pagina; endereco responde HTTP 200; portao 7D = PASS (92.2/100). Falta o degrau que o atlas exige para virar ficha.","HTTP 200 · titulo: Il Sole 24 Ore: notizie di economia, finanza, borsa, fisco,  · ancora: titulo da pagina: Il Sole 24 Ore: notizie di econo",,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
Agrisole — quotidiano agricolo del Sole 24 Ore,IMPRENSA,IT,https://www.agrisole.ilsole24ore.com/,JA_REGISTADA,o atlas ja tem ficha para este endereco,docs/fontes/ATLAS-DE-FONTES-EAME.md,IT-T10-006,PROMOVIDA,
AgroNews / Terra e Gusto ANSA,IMPRENSA,IT,https://www.ansa.it/canale_terraegusto/,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_DIRECT; pais: SIM — dominio .it e conteudo em italiano; endereco responde HTTP 200; portao 7D = PASS (73.3/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Terra & Gusto: approfondimenti e speciali · ancora: titulo da pagina: Terra & Gusto: approfondimenti e,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
Agroalimentare News,IMPRENSA,IT,https://www.agroalimentarenews.com/,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_DIRECT; pais: SIM — dono italiano identificado na pagina; endereco responde HTTP 200; portao 7D = PASS (72/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Quotidiano online d&#039;informazione agricola ed agroalimen · feed RSS declarado · ancora: titulo da pagina: Quotidiano online d&#039;informa,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
FreshPlaza Italia,IMPRENSA,IT,https://www.freshplaza.it/,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_DIRECT; pais: SIM — dominio .it e conteudo em italiano; endereco responde HTTP 200; portao 7D = PASS (71.09999999999999/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: FreshPlaza: Notiziario Internazionale Ortofrutta e Banane · ancora: titulo da pagina: FreshPlaza: Notiziario Internazi,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
Il Corriere Vinicolo,IMPRENSA,IT,https://www.corrierevinicolo.com/,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_DIRECT; pais: SIM — dono italiano identificado na pagina; endereco responde HTTP 200; portao 7D = REVIEW (62.2/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Il corriere vinicolo | Unione Italiana Vini · ancora: titulo da pagina: Il corriere vinicolo | Unione It,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida; endereco por reconciliar (https://www.corrierevinicolo.com/ -> https://www.unioneitalianavini.it/il-corriere-vinicolo)"
Il Fatto Alimentare,IMPRENSA,IT,https://www.ilfattoalimentare.it/,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_DIRECT; pais: SIM — dominio .it e conteudo em italiano; endereco responde HTTP 200; portao 7D = PASS (68/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Il Fatto Alimentare · data visivel: 2023-01-31 · feed RSS declarado · ancora: titulo da pagina: Il Fatto Alimentare,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
Mangimi & Alimenti,IMPRENSA,IT,https://www.mangimiealimenti.it/,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_DIRECT; pais: SIM — dominio .it e conteudo em italiano; endereco responde HTTP 200; portao 7D = PASS (72/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Home - Mangimi &amp; Alimenti · data visivel: 2026-04-06 · feed RSS declarado · ancora: titulo da pagina: Home - Mangimi &amp; Alimenti,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
Myfruit.it,IMPRENSA,IT,https://www.myfruit.it/,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_DIRECT; pais: SIM — dominio .it e conteudo em italiano; endereco responde HTTP 200; portao 7D = PASS (74/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Il web magazine dell&#039;ortofrutta | Myfruit · data visivel: 2026-09-14 · ancora: titulo da pagina: Il web magazine dell&#039;ortofr,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
Noi Siamo Agricoltura — sito,IMPRENSA,IT,https://www.noisiamoagricoltura.com/,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_DIRECT; pais: SIM — dono italiano identificado na pagina; endereco responde HTTP 200; portao 7D = PASS (76/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Noi Siamo Agricoltura - La Più Grande Social Community di Ag · data visivel: 2026-09-12 · feed RSS declarado · ancora: titulo da pagina: Noi Siamo Agricoltura - La Più G,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
Olio Officina,IMPRENSA,IT,https://www.olioofficina.it/,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_DIRECT; pais: SIM — dominio .it e conteudo em italiano; endereco responde HTTP 200; portao 7D = PASS (76/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Olio Officina Magazine - Condimenti per il palato & la mente · data visivel: 2026-09-11 · ancora: titulo da pagina: Olio Officina Magazine - Condime,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
Olivo e Olio — Edagricole,IMPRENSA,IT,https://olivoeolio.edagricole.it/,JA_REGISTADA,o atlas ja tem ficha para este endereco,docs/fontes/ATLAS-DE-FONTES-EAME.md,IT-T1-017,PROMOVIDA,
OlivoNews — giornale di olivicoltura,IMPRENSA,IT,https://www.olivonews.it/,JA_REGISTADA,o atlas ja tem ficha para este endereco,docs/fontes/ATLAS-DE-FONTES-EAME.md,IT-T1-022,PROMOVIDA,
Pianeta PSR,IMPRENSA,IT,https://www.pianetapsr.it/,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_DIRECT; pais: SIM — dominio .it e conteudo em italiano; endereco responde HTTP 200; portao 7D = PASS (91/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Pianeta PSR - PianetaPSR.it | Il giornale dello Sviluppo Rur · data visivel: 2026-06-18 · ancora: titulo da pagina: Pianeta PSR - PianetaPSR.it | Il,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
Rivista di Agraria,IMPRENSA,IT,https://www.rivistadiagraria.org/,JA_REGISTADA,o atlas ja tem ficha para este endereco,docs/fontes/ATLAS-DE-FONTES-EAME.md,IT-T1-018,PROMOVIDA,
Ruminantia — web magazine dei ruminanti,IMPRENSA,IT,https://www.ruminantia.it/,JA_REGISTADA,o atlas ja tem ficha para este endereco,docs/fontes/ATLAS-DE-FONTES-EAME.md,IT-T10-011,PROMOVIDA,
Teatro Naturale,IMPRENSA,IT,https://www.teatronaturale.it/,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_DOMAIN; pais: SIM — dominio .it e conteudo em italiano; endereco responde HTTP 200; portao 7D = PASS (84/100). Falta o degrau que o atlas exige para virar ficha.","HTTP 200 · titulo: Agricoltura Biologica, Prodotti Naturali, Mangiare sano - Te · feed RSS declarado · ancora: titulo da pagina: Agricoltura Biologica, Prodotti ",,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
Agrisicilia,IMPRENSA,IT,https://www.agrisicilia.it/,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_DIRECT; pais: SIM — dominio .it e conteudo em italiano; endereco responde HTTP 200; portao 7D = PASS (92.2/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Agrisicilia · ancora: titulo da pagina: Agrisicilia,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
Georgofili INFO — notiziario,IMPRENSA,IT,https://www.georgofili.info/,JA_REGISTADA,o atlas ja tem ficha para este endereco,docs/fontes/ATLAS-DE-FONTES-EAME.md,IT-T5-035,PROMOVIDA,
WineNews,IMPRENSA,IT,https://winenews.it/,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_DIRECT; pais: SIM — dominio .it e conteudo em italiano; endereco responde HTTP 200; portao 7D = PASS (72/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: WineNews: The Pocket Wine Web Site in Italy · data visivel: 2026-09-14 · ancora: titulo da pagina: WineNews: The Pocket Wine Web Si,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
Zootecnica International,IMPRENSA,IT,https://www.zootecnicainternational.com/,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_DIRECT; pais: SIM — dono italiano identificado na pagina; endereco responde HTTP 200; portao 7D = PASS (72/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Homepage - Zootecnica | Poultry Magazine · feed RSS declarado · ancora: titulo da pagina: Homepage - Zootecnica | Poultry ,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
Consorzio Tutela Vini d'Abruzzo — Instagram ufficiale,INSTAGRAM,IT,https://www.instagram.com/vinidabruzzo,EM_ANALISE,"RECUSA ANTERIOR REVOGADA. Estava escrito «sem utilidade agricola identificavel para o SINTONIA», e a prova citada nao sustenta isso: HTTP 429 nao entrega corpo legivel; THIN_BODY: veio corpo, e vazio de conteudo. O atlas proibe converter «nao consegui verificar» em recusa.","qualificacao 2026-09-14 REJECT · sonda diz VALIDATION_RESULT=PASS · FLAGS=HTTP_429,THIN_BODY",,EM_ANALISE,"uma leitura que atravesse a plataforma, ou um exemplo real da propria fonte. Enderecos estaveis conhecidos: https://www.instagram.com/vinidabruzzo"
CRPV — Centro Ricerche Produzioni Vegetali — Instagram ufficiale,INSTAGRAM,IT,https://www.instagram.com/ri.nova.soc.coop,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 429; portao 7D = REVIEW (57.8/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 429 · ancora: titulo da pagina: ,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
Caviro — Instagram ufficiale,INSTAGRAM,IT,https://www.instagram.com/gruppocaviro,EM_ANALISE,"RECUSA ANTERIOR REVOGADA. Estava escrito «sem utilidade agricola identificavel para o SINTONIA», e a prova citada nao sustenta isso: HTTP 429 nao entrega corpo legivel; o titulo lido era o nome da plataforma, nao o da fonte. O atlas proibe converter «nao consegui verificar» em recusa.",qualificacao 2026-09-14 REJECT · sonda diz VALIDATION_RESULT=PASS · FLAGS=PLATFORM_GENERIC_TITLE,,EM_ANALISE,"uma leitura que atravesse a plataforma, ou um exemplo real da propria fonte. Enderecos estaveis conhecidos: https://www.instagram.com/gruppocaviro"
Cifo — Instagram ufficiale,INSTAGRAM,IT,https://www.instagram.com/cifo_giardinaggio,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 429; portao 7D = REVIEW (48.9/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 429 · ancora: titulo da pagina: ,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
Consorzio di Tutela dell'Aceto Balsamico di Modena — Instagram ufficiale,INSTAGRAM,IT,https://www.instagram.com/acetobalsamicomodena,EM_ANALISE,"RECUSA ANTERIOR REVOGADA. Estava escrito «sem utilidade agricola identificavel para o SINTONIA», e a prova citada nao sustenta isso: HTTP 429 nao entrega corpo legivel; THIN_BODY: veio corpo, e vazio de conteudo. O atlas proibe converter «nao consegui verificar» em recusa.","qualificacao 2026-09-14 REJECT · sonda diz VALIDATION_RESULT=PASS · FLAGS=HTTP_429,THIN_BODY",,EM_ANALISE,"uma leitura que atravesse a plataforma, ou um exemplo real da propria fonte. Enderecos estaveis conhecidos: https://www.instagram.com/acetobalsamicomodena"
ERSA FVG — Agenzia regionale per lo sviluppo rurale — Instagram ufficiale,INSTAGRAM,IT,https://www.instagram.com/ersa_fvg_informa,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 429; portao 7D = REVIEW (62.2/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 429 · ancora: titulo da pagina: ,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
ARSIAL — Agenzia Regionale Sviluppo Innovazione Agricoltura Lazio — Instagram ufficiale,INSTAGRAM,IT,https://www.instagram.com/arsial.lazio,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 429; portao 7D = REVIEW (58.9/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 429 · ancora: titulo da pagina: ,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
ARPA Liguria — Instagram ufficiale,INSTAGRAM,IT,https://www.instagram.com/arpalagenzia,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 429; portao 7D = REVIEW (58.9/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 429 · ancora: titulo da pagina: ,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
ARPA Lombardia — Instagram ufficiale,INSTAGRAM,IT,https://www.instagram.com/arpa.lombardia,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 429; portao 7D = REVIEW (58.9/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 429 · ancora: titulo da pagina: ,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
Confagricoltura Lombardia — Instagram ufficiale,INSTAGRAM,IT,https://www.instagram.com/confagricoltura_lombardia,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 429; portao 7D = REVIEW (45.6/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 429 · ancora: titulo da pagina: ,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
Consorzio di Bonifica Est Ticino Villoresi — Instagram ufficiale,INSTAGRAM,IT,https://www.instagram.com/etvilloresi,EM_ANALISE,"RECUSA ANTERIOR REVOGADA. Estava escrito «sem utilidade agricola identificavel para o SINTONIA», e a prova citada nao sustenta isso: HTTP 429 nao entrega corpo legivel; THIN_BODY: veio corpo, e vazio de conteudo. O atlas proibe converter «nao consegui verificar» em recusa.","qualificacao 2026-09-14 REJECT · sonda diz VALIDATION_RESULT=PASS · FLAGS=HTTP_429,THIN_BODY",,EM_ANALISE,"uma leitura que atravesse a plataforma, ou um exemplo real da propria fonte. Enderecos estaveis conhecidos: https://www.instagram.com/etvilloresi"
Consorzio di Tutela del Grana Padano — Instagram ufficiale,INSTAGRAM,IT,https://www.instagram.com/granapadano,EM_ANALISE,"RECUSA ANTERIOR REVOGADA. Estava escrito «sem utilidade agricola identificavel para o SINTONIA», e a prova citada nao sustenta isso: HTTP 429 nao entrega corpo legivel; THIN_BODY: veio corpo, e vazio de conteudo. O atlas proibe converter «nao consegui verificar» em recusa.","qualificacao 2026-09-14 REJECT · sonda diz VALIDATION_RESULT=PASS · FLAGS=HTTP_429,THIN_BODY",,EM_ANALISE,"uma leitura que atravesse a plataforma, ou um exemplo real da propria fonte. Enderecos estaveis conhecidos: https://www.instagram.com/granapadano"
Fondazione Minoprio — Instagram ufficiale,INSTAGRAM,IT,https://www.instagram.com/fondminoprio,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 429; portao 7D = REVIEW (57.8/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 429 · ancora: titulo da pagina: ,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
